Series Name,Series Code,Country Name,Country Code,2000,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Government Effectiveness: Estimate,GE.EST,Afghanistan,AFG,-2.231651,-1.496089,-1.483899,-1.454683,-1.448488,-1.36014,-1.38493,-1.331396,-1.322989,-1.218619,-1.325623
Government Effectiveness: Estimate,GE.EST,Albania,ALB,-0.7551177,-0.3567637,-0.2578982,-0.2827555,-0.208207,-0.2677997,-0.3169199,-0.0855579,0.0104045,0.0053211,0.0753428
Government Effectiveness: Estimate,GE.EST,Algeria,DZA,-0.963841,-0.6265267,-0.5829369,-0.4795416,-0.5646155,-0.5323191,-0.5341949,-0.4775529,-0.5003234,-0.5364503,-0.5964616
Government Effectiveness: Estimate,GE.EST,American Samoa,ASM,..,0.5056782,0.5023152,0.4928478,0.4868821,0.4859672,0.4905606,0.441491,0.487578,0.5316513,0.5608362
Government Effectiveness: Estimate,GE.EST,Andorra,AND,1.446284,1.537209,1.540096,1.518033,1.504689,1.531356,1.539397,1.718336,1.787497,1.860924,1.937318
Government Effectiveness: Estimate,GE.EST,Angola,AGO,-1.46231,-1.062213,-0.9603533,-1.117896,-1.153556,-0.9896317,-1.223171,-1.123669,-1.000092,-1.039364,-1.028804
Government Effectiveness: Estimate,GE.EST,Anguilla,AIA,..,1.537209,1.540096,1.518033,1.504689,1.531356,1.539397,0.952229,1.007546,1.329215,0.8361326
Government Effectiveness: Estimate,GE.EST,Antigua and Barbuda,ATG,0.6581553,0.5056782,0.5023152,0.4928478,0.4868821,0.4859672,0.4905606,-0.0692469,0.2275942,0.2657967,0.0102434
Government Effectiveness: Estimate,GE.EST,Argentina,ARG,0.0321771,-0.1468119,-0.3182648,-0.16279,-0.1200561,-0.2385752,-0.2775489,-0.1591353,-0.0749032,0.1726752,0.1601257
Government Effectiveness: Estimate,GE.EST,Armenia,ARM,-0.5157526,-0.1726939,-0.0297348,-0.1838435,-0.1289589,-0.0422713,0.0690115,-0.1980509,-0.1607126,-0.1503197,-0.0966434
Government Effectiveness: Estimate,GE.EST,Aruba,ABW,..,1.279326,1.500568,1.251719,1.242131,1.254732,1.227074,0.8916514,0.8837699,0.8935477,0.9179597
Government Effectiveness: Estimate,GE.EST,Australia,AUS,1.810187,1.79397,1.705787,1.768756,1.69595,1.62144,1.639869,1.607115,1.564803,1.568841,1.535622
Government Effectiveness: Estimate,GE.EST,Austria,AUT,1.929282,1.78084,1.66658,1.841763,1.617761,1.575873,1.588477,1.572586,1.479388,1.512235,1.461382
Government Effectiveness: Estimate,GE.EST,Azerbaijan,AZE,-1.005987,-0.7735335,-0.6581194,-0.8069344,-0.7651483,-0.7826402,-0.4750386,-0.3638154,-0.257282,-0.1590945,-0.1615375
Government Effectiveness: Estimate,GE.EST,"Bahamas, The",BHS,1.295001,1.149585,1.008501,1.075746,0.9800856,0.9895768,0.872555,0.7289602,0.71293,0.7198482,0.5773413
Government Effectiveness: Estimate,GE.EST,Bahrain,BHR,0.5889424,0.3868127,0.4806274,0.456938,0.5206671,0.5497593,0.588787,0.5650396,0.5599696,0.3202427,0.1859811
Government Effectiveness: Estimate,GE.EST,Bangladesh,BGD,-0.580437,-0.7324244,-0.7912479,-0.7356325,-0.755215,-0.8041654,-0.7938247,-0.7657504,-0.7235792,-0.683597,-0.7379191
Government Effectiveness: Estimate,GE.EST,Barbados,BRB,1.446284,1.572235,1.484389,1.411678,1.470894,1.462176,1.357322,1.204714,1.025392,1.082494,0.8426257
Government Effectiveness: Estimate,GE.EST,Belarus,BLR,-0.6049955,-1.114199,-1.129521,-1.114167,-1.077807,-0.9016269,-0.8968143,-0.4861701,-0.4587722,-0.4854405,-0.3463647
Government Effectiveness: Estimate,GE.EST,Belgium,BEL,1.734676,1.389756,1.571342,1.575026,1.656356,1.602476,1.607339,1.381594,1.438698,1.32654,1.181864
Government Effectiveness: Estimate,GE.EST,Belize,BLZ,0.0628837,-0.5131488,-0.4490965,-0.4300884,-0.3809695,-0.32469,-0.329107,-0.6573147,-0.6841542,-0.6756301,-0.6360012
Government Effectiveness: Estimate,GE.EST,Benin,BEN,-0.2342435,-0.4623681,-0.5754821,-0.5946886,-0.5458966,-0.5152873,-0.4894403,-0.4568181,-0.6212042,-0.5599391,-0.6434544
Government Effectiveness: Estimate,GE.EST,Bermuda,BMU,1.183575,1.021444,1.021205,1.00544,0.9957858,1.008661,1.014979,0.952229,1.007546,1.329215,1.386725
Government Effectiveness: Estimate,GE.EST,Bhutan,BTN,0.8294715,0.2825854,0.4948203,0.5846536,0.6326249,0.5126127,0.4004478,0.2561472,0.4064913,0.489107,0.5575445
Government Effectiveness: Estimate,GE.EST,Bolivia,BOL,-0.3550617,-0.6245782,-0.6045188,-0.5023107,-0.472497,-0.3686716,-0.3865935,-0.5877074,-0.6519443,-0.5727847,-0.3905794
Government Effectiveness: Estimate,GE.EST,Bosnia and Herzegovina,BIH,-0.8378961,-0.597142,-0.7154362,-0.7410704,-0.7432485,-0.4572612,-0.4347017,-0.4511423,-0.5452092,-0.394369,-0.4821007
Government Effectiveness: Estimate,GE.EST,Botswana,BWA,0.5258102,0.5673319,0.4725233,0.4473519,0.4605835,0.4822128,0.4141677,0.3524033,0.4974239,0.5163522,0.4251795
