Series Name,Series Code,Country Name,Country Code,2000,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Regulatory Quality: Estimate,RQ.EST,Afghanistan,AFG,-2.109626,-1.621583,-1.674311,-1.532861,-1.540586,-1.193118,-1.193137,-1.118182,-0.9973711,-1.327688,-1.339227
Regulatory Quality: Estimate,RQ.EST,Albania,ALB,-0.2543595,0.1475397,0.2382841,0.2294774,0.232936,0.1991688,0.2097187,0.2219903,0.1866678,0.1890221,0.223032
Regulatory Quality: Estimate,RQ.EST,Algeria,DZA,-0.7053858,-0.7946138,-1.073803,-1.171034,-1.189574,-1.276868,-1.16597,-1.282962,-1.173605,-1.171879,-1.196304
Regulatory Quality: Estimate,RQ.EST,American Samoa,ASM,..,0.3906331,0.4036857,0.3956605,0.3902979,0.3632333,0.366314,0.1808667,0.1724523,0.1366879,-0.2539806
Regulatory Quality: Estimate,RQ.EST,Andorra,AND,1.276005,1.398468,1.408183,1.391692,1.617491,1.568978,1.567499,0.8850665,0.9129404,0.8714429,1.207127
Regulatory Quality: Estimate,RQ.EST,Angola,AGO,-1.799331,-1.065344,-1.031473,-1.035929,-1.097776,-0.9697781,-1.054224,-0.9884589,-0.9091855,-1.00138,-1.044177
Regulatory Quality: Estimate,RQ.EST,Anguilla,AIA,..,1.398468,1.408183,1.391692,1.372053,1.327829,1.327262,0.8850665,0.9129404,0.8714429,0.8418499
Regulatory Quality: Estimate,RQ.EST,Antigua and Barbuda,ATG,0.7923433,0.6425917,0.6548098,0.6446683,0.6357366,0.6043823,0.6065512,0.5329666,0.3740782,0.3414612,0.2512497
Regulatory Quality: Estimate,RQ.EST,Argentina,ARG,0.2572446,-0.7375205,-0.8450356,-0.7623686,-0.7222099,-0.9292172,-0.957261,-1.074257,-0.9114419,-0.4696253,-0.2911722
Regulatory Quality: Estimate,RQ.EST,Armenia,ARM,-0.1165632,0.3378677,0.2962559,0.3094823,0.2732067,0.349337,0.252607,0.2134245,0.2418069,0.2500556,0.2804864
Regulatory Quality: Estimate,RQ.EST,Aruba,ABW,..,0.8945503,1.291655,1.347078,1.32283,1.408916,1.429111,1.250432,1.371496,1.347553,1.191759
Regulatory Quality: Estimate,RQ.EST,Australia,AUS,1.637249,1.765919,1.819984,1.698415,1.858609,1.786468,1.800868,1.863708,1.788684,1.896966,1.930234
Regulatory Quality: Estimate,RQ.EST,Austria,AUT,1.534618,1.606344,1.452587,1.452815,1.382634,1.524189,1.490679,1.48773,1.403266,1.440436,1.437395
Regulatory Quality: Estimate,RQ.EST,Azerbaijan,AZE,-0.9318838,-0.354921,-0.3080575,-0.3723761,-0.3719663,-0.4555908,-0.4083123,-0.2771416,-0.2547193,-0.2820228,-0.2456636
Regulatory Quality: Estimate,RQ.EST,"Bahamas, The",BHS,1.193974,1.052687,0.8027678,0.5507844,0.5280252,0.3950239,0.1900627,0.1719736,0.1661729,0.2575893,0.1213075
Regulatory Quality: Estimate,RQ.EST,Bahrain,BHR,0.7893434,0.7110434,0.6942499,0.7138977,0.7209967,0.6894466,0.6073823,0.7084731,0.8196669,0.6082391,0.4145159
Regulatory Quality: Estimate,RQ.EST,Bangladesh,BGD,-0.8357115,-0.9163275,-0.8645244,-0.8470868,-0.8115228,-0.951405,-0.9147804,-0.9375781,-0.8990583,-0.7966801,-0.8072466
Regulatory Quality: Estimate,RQ.EST,Barbados,BRB,1.308765,0.8809694,0.5863398,0.5074166,0.6473415,0.4534954,0.4570413,0.3385934,0.5658875,0.4810649,0.4926966
Regulatory Quality: Estimate,RQ.EST,Belarus,BLR,-1.701348,-1.237736,-1.121109,-1.131118,-1.177444,-1.069632,-1.068252,-1.008514,-0.9935866,-0.9412614,-0.736168
Regulatory Quality: Estimate,RQ.EST,Belgium,BEL,1.204084,1.40555,1.312602,1.28502,1.241629,1.22858,1.291454,1.157765,1.287759,1.340684,1.24425
Regulatory Quality: Estimate,RQ.EST,Belize,BLZ,0.0207736,-0.4427845,-0.4385273,-0.4103881,-0.5138005,-0.4732476,-0.4844147,-0.4965478,-0.4634508,-0.5123594,-0.5374851
Regulatory Quality: Estimate,RQ.EST,Benin,BEN,-0.1743795,-0.4972941,-0.3465346,-0.3335557,-0.3462625,-0.3786036,-0.4007843,-0.5859138,-0.5630289,-0.5278944,-0.4722349
Regulatory Quality: Estimate,RQ.EST,Bermuda,BMU,1.517836,1.398468,1.408183,1.391692,1.372053,1.327829,1.327262,0.8850665,0.9129404,0.8714429,0.8418499
Regulatory Quality: Estimate,RQ.EST,Bhutan,BTN,-0.341934,-0.7493685,-1.07056,-1.169393,-1.154382,-1.086905,-1.078863,-0.9980033,-0.7134356,-0.6651375,-0.3324665
Regulatory Quality: Estimate,RQ.EST,Bolivia,BOL,0.035398,-0.8709679,-0.8793064,-0.802755,-0.7557204,-0.8235803,-0.7768504,-0.8702523,-0.8858231,-0.9240948,-0.8986728
Regulatory Quality: Estimate,RQ.EST,Bosnia and Herzegovina,BIH,-0.4991479,-0.1511758,-0.0913915,-0.0880334,-0.0335498,-0.0513644,-0.0659818,-0.0898658,-0.1956575,-0.1666478,-0.1498013
Regulatory Quality: Estimate,RQ.EST,Botswana,BWA,0.6290287,0.4948993,0.4851633,0.4557317,0.4938449,0.6109335,0.5811184,0.5850612,0.4388786,0.5284874,0.464532
Regulatory Quality: Estimate,RQ.EST,Brazil,BRA,0.3616906,0.0539286,0.0994606,0.1524443,0.1653361,0.0939019,0.0734235,-0.0781973,-0.1926553,-0.2073155,-0.1144198
Regulatory Quality: Estimate,RQ.EST,Brunei Darussalam,BRN,0.9879685,0.7837868,1.087068,1.110249,1.154296,1.151749,1.105576,0.9851288,0.852387,0.5933974,0.7154635
Regulatory Quality: Estimate,RQ.EST,Bulgaria,BGR,0.1969915,0.6973,0.6694661,0.6495608,0.5438341,0.5632586,0.5389014,0.568319,0.5637681,0.6585177,0.6258
Regulatory Quality: Estimate,RQ.EST,Burkina Faso,BFA,-0.1165311,-0.1939826,-0.1119205,-0.156401,-0.179535,-0.1188603,-0.1749993,-0.3089368,-0.3713624,-0.3973829,-0.4435385
Regulatory Quality: Estimate,RQ.EST,Burundi,BDI,-1.172062,-1.243566,-1.155625,-1.115116,-1.012377,-0.9454027,-0.8779285,-0.7070148,-0.7104732,-0.8252589,-0.8360441
Regulatory Quality: Estimate,RQ.EST,Cabo Verde,CPV,0.0276704,-0.0399444,0.040309,-0.0326268,0.0736227,0.056366,-0.1007206,-0.1838116,-0.2646035,-0.2960399,-0.2044774
Regulatory Quality: Estimate,RQ.EST,Cambodia,KHM,-0.1867374,-0.4464538,-0.4859722,-0.4753461,-0.5836288,-0.3413971,-0.3383653,-0.4231628,-0.5250493,-0.4652204,-0.5029378
Regulatory Quality: Estimate,RQ.EST,Cameroon,CMR,-0.5900958,-0.8271499,-0.7615821,-0.7441876,-0.8069494,-0.9286842,-0.9374695,-0.8845948,-0.9170986,-0.7898978,-0.8227918
Regulatory Quality: Estimate,RQ.EST,Canada,CAN,1.523343,1.650838,1.699475,1.695867,1.691034,1.714616,1.739304,1.845022,1.717661,1.73882,1.886527
Regulatory Quality: Estimate,RQ.EST,Cayman Islands,CYM,1.276005,1.146509,1.164975,1.15917,1.140772,1.108562,1.118897,0.8524853,0.8151542,0.7873485,0.7532902
Regulatory Quality: Estimate,RQ.EST,Central African Republic,CAF,-0.8630769,-1.206067,-1.255856,-1.159351,-1.191609,-1.077462,-1.172318,-1.393427,-1.439941,-1.427307,-1.48077
Regulatory Quality: Estimate,RQ.EST,Chad,TCD,-0.751563,-1.175087,-1.06258,-1.068313,-1.025349,-1.072346,-0.9917988,-1.158972,-1.210751,-1.180022,-1.210235
Regulatory Quality: Estimate,RQ.EST,Chile,CHL,1.410081,1.518668,1.462517,1.438484,1.459092,1.538509,1.491449,1.494421,1.345232,1.373064,1.335125
Regulatory Quality: Estimate,RQ.EST,China,CHN,-0.3392896,-0.1547905,-0.2238316,-0.234011,-0.2214281,-0.2408196,-0.2879804,-0.2829926,-0.2894387,-0.2644748,-0.1476175
Regulatory Quality: Estimate,RQ.EST,Colombia,COL,0.1026202,0.2619745,0.1482843,0.2534749,0.3592378,0.4006766,0.4028929,0.4962346,0.4654272,0.4020093,0.3409346
Regulatory Quality: Estimate,RQ.EST,Comoros,COM,-1.23706,-1.494797,-1.548741,-1.423614,-1.361312,-1.391064,-1.201662,-1.104208,-1.029055,-1.049556,-1.037488
Regulatory Quality: Estimate,RQ.EST,"Congo, Dem. Rep.",COD,-2.027446,-1.296066,-1.529051,-1.586182,-1.521802,-1.489312,-1.233635,-1.362629,-1.34549,-1.323978,-1.465562
Regulatory Quality: Estimate,RQ.EST,"Congo, Rep.",COG,-1.205544,-1.267693,-1.287886,-1.27373,-1.26487,-1.359338,-1.333404,-1.214696,-1.195739,-1.165628,-1.329811
Regulatory Quality: Estimate,RQ.EST,Cook Islands,COK,0.3882081,..,-0.9418253,-1.236971,-1.169229,-1.139807,-1.159103,..,..,..,..
Regulatory Quality: Estimate,RQ.EST,Costa Rica,CRI,0.5708783,0.4572019,0.42198,0.4651055,0.4497046,0.5717511,0.5832982,0.5148572,0.5257646,0.4074337,0.4479403
Regulatory Quality: Estimate,RQ.EST,Cote d'Ivoire,CIV,-0.5123319,-0.9032416,-0.9707215,-0.9260469,-0.8695123,-0.764886,-0.7363843,-0.5945303,-0.504151,-0.3648906,-0.3618664
Regulatory Quality: Estimate,RQ.EST,Croatia,HRV,-0.0296176,0.5098007,0.5598809,0.5743341,0.5373026,0.4582827,0.4630746,0.3950692,0.3640225,0.3562783,0.424106
Regulatory Quality: Estimate,RQ.EST,Cuba,CUB,-1.232174,-1.497101,-1.603957,-1.671379,-1.626527,-1.560556,-1.583988,-1.325052,-1.22355,-1.338703,-1.329062
Regulatory Quality: Estimate,RQ.EST,Cyprus,CYP,1.137256,1.367876,1.362604,1.423306,1.236406,1.130751,0.9171373,1.098858,1.062325,1.052626,1.030003
Regulatory Quality: Estimate,RQ.EST,Czech Republic,CZE,0.7561927,1.15504,1.311661,1.299505,1.201138,1.05909,1.085486,1.005961,1.098858,0.986401,1.232614
Regulatory Quality: Estimate,RQ.EST,Denmark,DNK,1.775641,1.873556,1.88179,1.876393,1.905198,1.806774,1.80997,1.687075,1.734574,1.575408,1.621354
Regulatory Quality: Estimate,RQ.EST,Djibouti,DJI,-0.7061507,-0.6587294,-0.6138551,-0.6264775,-0.5363827,-0.4301984,-0.5223163,-0.5309218,-0.6991644,-0.7000202,-0.6411554
Regulatory Quality: Estimate,RQ.EST,Dominica,DMA,0.5098609,0.597471,0.5851444,0.4842022,0.3006368,0.3269264,0.310987,0.2735937,0.2325697,0.1990751,0.1292983
Regulatory Quality: Estimate,RQ.EST,Dominican Republic,DOM,-0.1367687,-0.192823,-0.1925166,-0.1522817,-0.1954342,-0.1042744,-0.0710712,-0.0368152,-0.037778,-0.065245,-0.0788678
Regulatory Quality: Estimate,RQ.EST,Ecuador,ECU,-0.5439914,-1.138787,-1.296207,-1.17082,-1.031473,-1.017313,-0.9281889,-1.00722,-1.157369,-1.018454,-1.002314
Regulatory Quality: Estimate,RQ.EST,"Egypt, Arab Rep.",EGY,-0.3394417,-0.1824392,-0.1971762,-0.1746296,-0.3439164,-0.4751413,-0.6400837,-0.7625603,-0.8355927,-0.9231897,-0.8620573
Regulatory Quality: Estimate,RQ.EST,El Salvador,SLV,0.142521,0.207267,0.3200334,0.3630272,0.47141,0.3254577,0.3131208,0.3188713,0.1963225,0.0939717,-0.1524985
Regulatory Quality: Estimate,RQ.EST,Equatorial Guinea,GNQ,-1.676723,-1.318621,-1.278897,-1.38044,-1.333177,-1.44463,-1.426211,-1.361805,-1.347726,-1.380239,-1.395034
Regulatory Quality: Estimate,RQ.EST,Eritrea,ERI,-0.9140913,-2.175177,-2.24367,-2.243315,-2.209826,-2.239072,-2.226172,-2.128177,-2.108709,-2.186823,-2.195756
Regulatory Quality: Estimate,RQ.EST,Estonia,EST,1.291119,1.419457,1.395184,1.390466,1.390989,1.417086,1.447542,1.676558,1.669039,1.698142,1.642088
Regulatory Quality: Estimate,RQ.EST,Eswatini,SWZ,-0.4184498,-0.5682011,-0.5422304,-0.6018894,-0.6367049,-0.550817,-0.3526331,-0.4643536,-0.5110121,-0.5762869,-0.5612722
Regulatory Quality: Estimate,RQ.EST,Ethiopia,ETH,-1.140291,-0.8601215,-0.9303918,-0.8702891,-0.9997987,-1.047956,-1.118452,-1.065146,-1.031196,-1.101313,-1.006072
Regulatory Quality: Estimate,RQ.EST,Fiji,FJI,-0.5156096,-0.6782546,-0.9575822,-0.6676897,-0.4951043,-0.5786811,-0.5474498,-0.3826222,-0.3621247,-0.3770984,-0.2239846
Regulatory Quality: Estimate,RQ.EST,Finland,FIN,1.849333,1.610824,1.812506,1.87564,1.819748,1.829249,1.851513,1.884035,1.836381,1.817408,1.819965
Regulatory Quality: Estimate,RQ.EST,France,FRA,0.9601255,1.284125,1.216958,1.312381,1.161314,1.130379,1.157089,1.078786,1.129694,1.070323,1.15695
Regulatory Quality: Estimate,RQ.EST,French Guiana,GUF,1.034174,0.8945503,1.196152,1.235815,1.214001,1.271524,1.289985,1.458539,1.449475,1.428803,1.279348
Regulatory Quality: Estimate,RQ.EST,Gabon,GAB,-0.1137367,-0.6336604,-0.5822802,-0.5477092,-0.5439157,-0.5915115,-0.6402615,-0.7929766,-0.797162,-0.7979104,-0.7866808
